experiment_id,script_name,timestamp,git_commit,hostname,device_type,device_name,dataset,dataset_variant,split_name,N,D,K_true,informative_ratio,noise_ratio,noise_sigma,data_seed,run_seed,method,prior_mode,baseline_name,beta,beta_mult,Tsplit,tau_mode,tau,tau_mult,lr,temp_start,temp_end,max_epochs,epochs_completed,final_K,split_count,first_split_epoch,last_split_epoch,split_epochs_json,ari,nmi,f1_feature,acc,selected_dims_count,selected_dims_ratio,mean_phi,median_phi,objective_final,objective_best,objective_gap,nll_final,kl_final,wallclock_total_sec,wallclock_stepA_sec,wallclock_train_sec,wallclock_split_diag_sec,wallclock_post_sec,time_per_epoch_sec,peak_memory_mb,status,timeout_flag,error_message,artifact_dir,split_epochs,prior_mode_name,predictions
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2013__gmm_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:16Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21013,2013,gmm_oracle,nan,GaussianMixtureDiag,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.9850007840499246,0.9763449138590041,nan,0.995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,448.875,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2014__DIVI_p1,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:18Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21014,2014,DIVI,1,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",1.0,1.0,0.6666666666666666,1.0,20,0.2,0.3440588116645813,0.2675907611846924,36768.578125,35134.17578125,1634.40234375,35861.0,4.537881374359131,0.475700174999929,0.08260174599990933,0.39155482999967717,0.0009583289997863176,0.001080539999747998,0.0013051827666655906,449.25390625,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",informative_kw_llr,"[1 2 2 2 1 0 2 0 0 1 0 2 2 1 0 1 2 2 0 0 0 2 2 2 1 2 1 2 1 1 2 0 2 0 0 0 0
 1 1 1 0 0 0 2 1 2 0 0 0 0 1 2 0 1 0 2 1 2 0 1 2 2 0 0 0 0 1 1 0 1 2 0 1 0
 1 0 2 0 2 0 2 1 1 2 1 0 0 1 2 2 0 0 0 2 1 1 2 1 0 0 0 2 1 2 0 1 1 2 1 1 2
 0 1 2 0 2 1 1 1 0 2 1 2 1 2 1 2 2 1 1 2 1 0 2 2 0 0 2 2 1 1 2 1 2 0 2 2 0
 2 2 1 2 0 0 1 1 0 0 2 2 0 2 0 1 0 1 0 1 2 2 2 0 1 2 1 2 0 0 2 2 0 0 0 1 1
 1 1 2 0 0 2 1 1 1 1 0 1 1 1 1]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2014__DIVI_p2,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:18Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21014,2014,DIVI,2,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.9702265283904825,0.9527609983309229,0.18181818181818182,0.99,100,1.0,0.6748490929603577,0.6764823198318481,33057.4296875,29508.82421875,3548.60546875,31780.666015625,6.383823394775391,0.5016455439999845,2.204000020356034e-05,0.5000426239998887,0.002606880000257661,0.0011811399999714922,0.0016668087466662957,448.421875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",noninformative_uniform,"[1 2 2 2 1 0 2 0 0 1 0 2 2 1 0 1 2 2 0 0 0 2 2 2 1 2 1 2 1 1 2 0 2 0 0 0 0
 1 1 1 0 0 0 2 1 2 0 0 0 0 1 2 0 1 0 2 1 2 0 1 2 2 0 0 0 0 1 1 0 1 2 0 1 0
 1 0 2 0 2 0 2 1 1 2 1 0 0 1 2 2 0 0 0 2 1 1 2 1 0 0 0 2 1 2 0 1 1 2 1 1 2
 0 1 2 0 2 1 1 1 0 2 1 2 1 2 1 2 2 1 1 2 1 0 2 2 0 0 2 2 1 1 2 1 1 0 2 2 0
 2 2 1 2 0 0 1 1 0 0 2 2 0 2 0 1 0 1 0 1 2 2 2 0 1 2 1 2 0 0 2 2 0 0 0 1 1
 1 1 2 0 0 2 1 2 1 1 0 1 1 1 1]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2014__DIVI_p3,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:18Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21014,2014,DIVI,3,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.9850007840499246,0.9763449138590041,0.23076923076923075,0.995,68,0.68,0.5932984352111816,0.6225497722625732,34046.625,31158.669921875,2887.955078125,32943.23828125,5.516938209533691,0.5186477219999688,2.778999987640418e-05,0.5170600619999277,0.00129904000004899,0.0011466599999039317,0.001723533539999759,449.26171875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",random_prior,"[1 2 2 2 1 0 2 0 0 1 0 2 2 1 0 1 2 2 0 0 0 2 2 2 1 2 1 2 1 1 2 0 2 0 0 0 0
 1 1 1 0 0 0 2 1 2 0 0 0 0 1 2 0 1 0 2 1 2 0 1 2 2 0 0 0 0 1 1 0 1 2 0 1 0
 1 0 2 0 2 0 2 1 1 2 1 0 0 1 2 2 0 0 0 2 1 1 2 1 0 0 0 2 1 2 0 1 1 1 1 1 2
 0 1 2 0 2 1 1 1 0 2 1 2 1 2 1 2 2 1 1 2 1 0 2 2 0 0 2 2 1 1 2 1 2 0 2 2 0
 2 2 1 2 0 0 1 1 0 0 2 2 0 2 0 1 0 1 0 1 2 2 2 0 1 2 1 2 0 0 2 2 0 0 0 1 1
 1 1 2 0 0 2 1 1 1 1 0 1 1 1 1]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2014__kmeans_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:18Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21014,2014,kmeans_oracle,nan,KMeans,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.8184858543757388,0.7948784614073774,nan,0.935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,445.72265625,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2014__gmm_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:18Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21014,2014,gmm_oracle,nan,GaussianMixtureDiag,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,445.7265625,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2015__DIVI_p1,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:19Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21015,2015,DIVI,1,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.9553553171476478,0.9439234090278291,0.7407407407407407,0.985,17,0.17,0.3368481695652008,0.2545003890991211,36853.86328125,35358.2734375,1495.58984375,35978.25390625,4.378045558929443,0.7260666120000678,0.14914638300024308,0.5754165499997725,0.0012538800001493655,0.0009198299999297888,0.0019180551666659084,448.42578125,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",informative_kw_llr,"[2 1 2 2 1 0 0 1 2 1 2 2 0 1 1 0 2 2 0 0 1 2 0 0 1 2 1 0 2 2 0 2 0 0 2 1 1
 1 2 2 1 0 1 1 0 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 2 1 1 2 2 2 2 2 0 0 0 0 0
 2 1 2 2 0 2 0 0 1 1 0 2 2 1 1 2 1 1 0 1 1 1 2 2 1 1 1 1 0 1 1 1 2 2 2 1 1
 0 0 0 2 2 1 1 1 0 2 0 2 1 0 0 2 0 0 2 1 1 2 1 2 2 1 0 2 1 0 2 0 0 0 0 0 1
 0 1 1 2 1 0 0 2 2 1 0 0 0 2 1 2 2 0 2 1 1 1 0 1 2 0 0 0 1 2 1 2 2 2 1 2 0
 1 0 2 1 2 1 0 0 0 2 2 2 2 0 1]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2015__DIVI_p2,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:19Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21015,2015,DIVI,2,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.7933191695620858,0.7911081567199655,0.18181818181818182,0.925,100,1.0,0.6709281206130981,0.6700819730758667,33117.93359375,29266.052734375,3851.880859375,31903.572265625,6.07180643081665,0.3912910589997409,1.854899983300129e-05,0.3899228690002019,0.0009645600002841093,0.0010401600002296618,0.0012997428966673398,448.96484375,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",noninformative_uniform,"[2 1 2 2 1 0 0 1 2 1 2 2 0 1 1 0 2 2 0 0 1 2 0 0 1 1 1 0 2 2 0 2 0 0 2 1 1
 1 2 2 1 0 1 1 0 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 2 1 1 2 2 2 2 2 0 0 0 0 0
 1 1 2 1 0 2 0 0 1 1 0 1 2 1 1 2 1 1 0 1 1 1 1 2 1 1 1 1 0 1 0 1 2 2 2 1 1
 0 0 0 2 2 1 1 1 0 1 0 2 1 0 0 2 0 0 2 1 0 2 0 2 2 1 0 2 1 0 2 0 0 0 0 0 1
 0 1 1 2 1 0 0 2 2 1 0 0 0 2 1 2 2 0 2 1 1 1 0 1 2 0 0 0 1 2 1 2 2 2 1 2 0
 1 0 2 0 2 1 0 0 0 2 1 1 2 0 1]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2015__DIVI_p3,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:19Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21015,2015,DIVI,3,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.9409441217823064,0.9304583100692305,0.23076923076923075,0.98,68,0.68,0.6081731915473938,0.6681102514266968,33574.67578125,31007.830078125,2566.845703125,32736.939453125,4.188682556152344,0.40727483899991057,2.4479999865434365e-05,0.4059257389999402,0.0009143990000666236,0.0009444000002076791,0.0013530857966664674,449.8046875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",random_prior,"[2 1 2 2 1 0 0 1 2 1 2 2 0 1 1 0 2 2 0 0 2 2 0 0 1 1 1 0 2 2 0 2 0 0 2 1 1
 1 2 2 1 0 1 1 0 2 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 2 1 1 2 2 2 2 2 0 0 0 0 0
 2 1 2 2 0 2 0 0 1 1 0 2 2 1 1 2 1 1 0 1 1 1 1 2 1 1 1 1 0 1 1 1 2 2 2 1 1
 0 0 0 2 2 1 1 1 0 2 0 2 1 0 0 2 0 0 2 1 1 2 1 2 2 1 0 2 1 0 2 0 0 0 0 0 1
 0 1 1 2 1 0 0 2 2 1 0 0 0 2 1 2 2 0 2 1 1 1 0 1 2 0 0 0 1 2 1 2 2 2 1 2 0
 1 0 2 1 2 1 0 0 0 2 2 1 2 0 1]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2015__kmeans_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:19Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21015,2015,kmeans_oracle,nan,KMeans,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.9118159772176122,0.8711108849501754,nan,0.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,449.8046875,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2015__gmm_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:19Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21015,2015,gmm_oracle,nan,GaussianMixtureDiag,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.9848865697285946,0.9763112474994169,nan,0.995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,449.8046875,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2016__DIVI_p1,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:21Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21016,2016,DIVI,1,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.9848865697285946,0.9763112474994169,0.7692307692307693,0.995,16,0.16,0.3312229514122009,0.25639402866363525,36887.3515625,35228.52734375,1658.82421875,36027.78515625,4.297837734222412,0.4860995340000045,0.08737016500026584,0.397336088999964,0.0009371000001010543,0.0009301099998992868,0.00132445362999988,449.8125,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",informative_kw_llr,"[2 2 0 2 1 1 2 1 2 2 0 0 2 0 0 0 0 0 1 0 2 1 2 2 1 0 2 0 0 1 1 0 1 1 2 0 0
 2 1 1 1 2 2 0 1 1 0 0 1 0 1 1 2 0 2 0 1 0 0 1 2 1 2 2 0 1 1 0 0 2 1 0 1 1
 0 1 2 0 0 2 1 0 2 1 2 2 2 2 1 2 0 1 2 0 2 2 0 0 1 1 2 2 1 0 1 1 2 1 2 2 2
 0 1 1 1 1 0 0 1 0 2 2 1 1 0 1 1 2 2 1 1 0 1 0 0 1 0 0 2 2 0 0 2 1 0 1 2 1
 0 1 2 0 1 0 0 0 2 2 0 2 0 1 0 2 2 1 1 2 1 0 1 1 0 1 0 0 0 1 2 2 0 1 0 0 2
 2 1 2 2 2 2 0 1 2 2 2 2 0 0 2]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2016__DIVI_p2,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:21Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21016,2016,DIVI,2,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.9700015680998493,0.9526893130045085,0.18181818181818182,0.99,100,1.0,0.6733480095863342,0.6723712086677551,33052.828125,29513.515625,3539.3125,31808.654296875,6.22086238861084,0.4055908880000061,2.0009999843750848e-05,0.4043092980000438,0.0009755500000210304,0.0009157999998024025,0.001347697660000146,449.05078125,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",noninformative_uniform,"[2 2 0 2 1 1 2 1 2 2 0 0 2 0 0 0 0 0 1 0 2 1 2 2 1 0 2 0 0 1 1 0 1 1 2 0 0
 2 1 1 1 2 2 0 1 1 0 0 1 0 1 1 2 0 2 0 1 0 0 1 2 1 2 2 0 1 1 0 0 2 1 0 1 1
 0 1 2 0 0 2 1 0 2 1 2 2 2 2 1 2 0 1 2 0 2 2 0 0 1 1 2 2 1 0 1 1 2 1 2 2 2
 0 1 1 1 1 0 0 1 0 2 2 1 1 0 1 1 2 2 1 1 0 1 0 0 1 0 0 2 2 0 0 2 1 0 1 2 1
 0 1 2 0 1 0 0 0 2 2 0 2 0 1 0 2 2 1 1 2 1 0 1 1 0 1 0 0 0 1 2 2 0 1 0 0 2
 2 1 2 2 2 2 0 1 1 2 2 2 0 0 2]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2016__DIVI_p3,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:21Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21016,2016,DIVI,3,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.9848865697285946,0.9763112474994169,0.225,0.995,70,0.7,0.5820111036300659,0.6511363387107849,34002.5703125,31099.875,2902.6953125,33063.86328125,4.693539619445801,0.3881580799998119,2.2739999621990137e-05,0.3868806189998395,0.0009763090001797536,0.0009222509997925954,0.0012896020633327984,449.28125,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",random_prior,"[0 0 1 0 2 2 0 2 0 0 1 1 0 1 1 1 1 1 2 1 0 2 0 0 2 1 0 1 1 2 2 1 2 2 0 1 1
 0 2 2 2 0 0 1 2 2 1 1 2 1 2 2 0 1 0 1 2 1 1 2 0 2 0 0 1 2 2 1 1 0 2 1 2 2
 1 2 0 1 1 0 2 1 0 2 0 0 0 0 2 0 1 2 0 1 0 0 1 1 2 2 0 0 2 1 2 2 0 2 0 0 0
 1 2 2 2 2 1 1 2 1 0 0 2 2 1 2 2 0 0 2 2 1 2 1 1 2 1 1 0 0 1 1 0 2 1 2 0 2
 1 2 0 1 2 1 1 1 0 0 1 0 1 2 1 0 0 2 2 0 2 1 2 2 1 2 1 1 1 2 0 0 1 2 1 1 0
 0 2 0 0 0 0 1 2 0 0 0 0 1 1 0]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2016__kmeans_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:21Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21016,2016,kmeans_oracle,nan,KMeans,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.9404576578951555,0.9117569509903628,nan,0.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,449.28125,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2016__gmm_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:21Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21016,2016,gmm_oracle,nan,GaussianMixtureDiag,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.9700015680998493,0.9526893130045085,nan,0.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,449.28125,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2017__DIVI_p1,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:22Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21017,2017,DIVI,1,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",1.0,1.0,0.7692307692307693,1.0,16,0.16,0.32574158906936646,0.24061574041843414,36959.97265625,35309.01171875,1650.9609375,36114.27734375,4.2284698486328125,0.499854384000173,0.08656309600019085,0.41152160799993,0.0009490599995842786,0.0010162100002162333,0.0013717386933330999,449.5859375,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",informative_kw_llr,"[0 2 1 1 0 2 2 0 0 2 1 0 0 1 0 1 1 0 1 2 1 1 0 0 0 2 0 1 0 2 0 1 0 0 1 2 2
 1 2 0 0 2 2 2 2 1 0 0 0 0 0 0 2 1 2 1 0 1 0 1 1 0 2 2 2 2 0 1 2 0 1 0 0 2
 2 0 2 0 0 0 1 0 2 1 1 2 2 1 1 1 0 1 1 2 0 0 0 2 1 2 1 1 1 2 1 0 0 0 2 2 2
 1 1 2 2 2 2 1 0 1 2 1 1 1 2 1 2 1 1 0 1 2 0 1 0 1 0 1 2 0 2 0 0 0 0 2 1 1
 1 1 2 2 1 0 2 1 0 2 1 0 2 1 1 1 0 0 2 0 0 2 0 2 1 0 0 0 2 1 1 1 2 1 0 0 2
 2 0 2 2 1 2 1 2 2 2 1 2 2 1 2]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2017__DIVI_p2,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:22Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21017,2017,DIVI,2,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.9848865697285946,0.9763112474994169,0.18181818181818182,0.995,100,1.0,0.6737124919891357,0.671474814414978,33064.1328125,29578.283203125,3485.849609375,31810.076171875,6.270284652709961,0.40469894900024883,2.244000006612623e-05,0.4033707690000483,0.000942399999985355,0.0009303100000579434,0.001344569230000161,449.43359375,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",noninformative_uniform,"[0 2 1 1 0 2 2 0 0 2 1 0 0 1 0 1 1 0 1 2 1 1 0 0 0 2 0 1 0 2 0 1 0 0 1 2 2
 1 2 0 0 2 2 2 2 1 0 0 0 0 0 0 2 1 2 1 0 1 0 1 1 0 2 2 2 2 0 1 2 0 1 0 0 2
 2 0 2 0 0 0 1 0 2 1 1 2 2 1 1 1 0 1 1 2 0 0 0 2 1 2 1 1 1 2 1 0 0 0 2 2 2
 1 1 2 2 2 2 1 0 1 2 1 1 1 2 1 2 1 1 0 1 2 0 1 0 1 0 1 2 0 2 0 0 0 0 2 1 0
 1 1 2 2 1 0 2 1 0 2 1 0 2 1 1 1 0 0 2 0 0 2 0 2 1 0 0 0 2 1 1 1 2 1 0 0 2
 2 0 2 2 1 2 1 2 2 2 1 2 2 1 2]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2017__DIVI_p3,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:22Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21017,2017,DIVI,3,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.9409304365013552,0.9204306709487154,0.22222222222222224,0.98,71,0.71,0.6212029457092285,0.6920894384384155,33399.6484375,30580.8359375,2818.8125,32565.154296875,4.172467231750488,0.38945812900010424,2.3529999907623278e-05,0.38816829899997174,0.000973499999872729,0.0009119299998019414,0.0012938943299999057,450.19921875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",random_prior,"[0 2 1 1 0 2 2 0 0 2 1 0 0 1 0 1 1 0 1 2 1 1 0 0 0 2 0 1 0 2 0 1 0 0 1 2 2
 1 2 0 0 2 2 2 2 1 0 0 0 0 0 0 1 1 1 1 0 1 0 1 1 0 2 2 2 2 0 1 2 0 1 0 0 2
 2 0 2 0 0 0 1 0 2 1 1 2 2 1 1 1 0 1 1 2 0 0 0 2 1 2 1 1 1 2 1 0 0 0 2 2 2
 1 1 2 2 2 2 1 0 1 2 1 1 1 2 1 2 1 1 0 1 2 0 1 0 1 0 1 2 0 2 0 0 0 0 2 1 0
 1 1 2 2 1 0 2 1 0 2 1 0 2 1 1 1 0 0 2 0 0 2 0 2 1 0 0 0 2 1 1 1 2 1 0 0 2
 2 0 2 2 1 2 1 2 2 2 1 2 2 1 1]"
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2017__kmeans_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:22Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21017,2017,kmeans_oracle,nan,KMeans,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.955002352149774,0.9290337121500134,nan,0.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,445.7421875,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2017__gmm_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:22Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21017,2017,gmm_oracle,nan,GaussianMixtureDiag,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,445.7421875,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__t_df5_noise3__heavy_tail_signal__seed2018__DIVI_p1,run_divi_misspec_robustness_tuned.py,2026-04-02T15:20:24Z,unknown,local,cpu,x86_64,synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,100,3,0.1,0.9,3.0,21018,2018,DIVI,1,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.9850007840499246,0.9763449138590041,0.7692307692307693,0.995,16,0.16,0.33797261118888855,0.2577526867389679,36869.44921875,35348.6953125,1520.75390625,35971.67578125,4.488874912261963,0.4905653139999231,0.09300998499975321,0.39617855899996357,0.0009755099995345518,0.0009227099999407073,0.0013205951966665452,448.13671875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",informative_kw_llr,"[2 2 2 1 1 0 1 2 2 2 1 2 1 0 0 0 2 2 1 1 1 0 2 0 0 2 2 0 0 0 2 1 2 1 2 0 2
 1 0 2 0 1 1 2 0 1 1 0 0 2 2 2 2 1 1 2 2 2 0 0 0 2 1 0 1 0 0 1 2 0 0 2 1 2
 0 2 1 1 0 2 1 1 0 1 2 1 1 2 1 0 0 1 1 2 1 2 1 2 2 0 1 1 1 0 1 2 2 0 1 0 2
 0 0 2 0 0 0 1 2 2 0 1 0 1 0 1 1 1 0 1 1 2 2 0 1 2 0 2 1 1 2 1 0 0 1 0 0 2
 1 1 2 0 0 2 2 1 0 0 2 0 2 0 1 2 1 1 2 1 0 1 0 1 2 2 1 1 0 0 0 2 0 1 0 1 2
 2 1 2 1 0 1 0 2 2 0 0 0 2 1 0]"
